,Speech File,Min Pitch,Max Pitch,Mean Pitch,Sd Pitch,Min Intensity,Max Intensity,Mean Intensity,Sd Intensity,Speaking Rate,Jitter,Shimmer,HNR
0,Neutral,90.63793218870411,294.6103689112993,194.55762253472963,45.95991224716971,53.63657905599891,78.27781277894275,62.710860534292436,3.9553769105321708,1.4220668661644824,0.03649856724085543,0.23297989740314337,6.280473434076295
1,Happy,155.04794437048645,326.19369578943406,229.4869765975019,57.16828344321111,54.315061109802954,86.90538811960845,72.6510147186618,7.95482504006384,0.8869670152855993,0.03578947547253545,0.15782250524174746,9.446974872697599
2,Sad,97.27082752866345,509.7385206774474,217.6224841891261,70.45083029960809,50.10134942494209,77.9876382451347,63.910359355558214,5.94354019564076,1.4826519634211943,0.03694361230987668,0.17251862743014987,10.225191002581397
3,Surprised,207.3852382673318,467.23134388089187,317.85446853764535,67.7612675760042,53.198143094067106,84.16406533835139,73.17031054355485,8.767315341079916,1.6469270166453267,0.03264809419437846,0.14617128998262965,11.096309574007792
4,Afraid,87.81818476767225,323.73986136148363,243.9704209523136,60.51127474998985,50.03668164267934,80.92949371584669,68.97402093773742,7.961441200977639,1.7520659280784598,0.029792340473209108,0.1448482789210179,11.51980009340797
5,Disgusted,192.72015145599806,427.3601395966227,313.3335970507846,55.38925273696858,51.8183473543657,89.12677435378204,75.42410925538279,10.70801509049451,1.9087603878116342,0.029674638901969783,0.1352388181218643,12.27578319120222
6,Angry,167.58625944162867,430.52472559977434,316.318831589219,67.63093115524838,52.1055558886104,92.60576459245014,80.6928176795253,11.770806149628573,2.2807199007033514,0.024473947169353753,0.13506124172240797,9.908001412415272
