,Speech File,Min Pitch,Max Pitch,Mean Pitch,Sd Pitch,Min Intensity,Max Intensity,Mean Intensity,Sd Intensity,Speaking Rate,Jitter,Shimmer,HNR
0,Neutral,82.97660847099665,191.52944617737876,130.55828997035564,26.56733672664775,33.687482473400415,79.97129430366262,73.41461423023358,10.585497390672849,1.4577259475218658,0.025301992548917723,0.07011802636413923,11.172631571379023
1,Happy,76.91324697106393,314.4896469692077,206.92399326205756,46.88739558397222,38.78592837336681,77.97668435626312,69.80937363467105,8.678469657541942,0.9090779960511925,0.018122410266925182,0.05883809677124961,14.60558671317449
2,Sad,87.12796532009818,268.53184294813894,212.86830601915293,28.707864747532085,26.635579948601432,81.96708691596021,73.10805939728459,15.459161938114498,0.5426258001610921,0.013842858017042109,0.05985215370219847,15.560008147677898
3,Surprised,83.80438661981275,434.81948436241873,240.9529128070559,71.76525035899466,40.40838928379036,82.24359808914745,74.68245250434975,13.292849717427318,1.5567447355618877,0.03275321463417407,0.08245537389942088,12.494142506942932
4,Afraid,73.81670152851925,439.59283313492693,150.17616171385984,69.13365205974787,1.8100719719907472,85.70981719983676,73.38351011915783,16.084026866513852,0.6601749463607857,0.026656571561150078,0.16020803793690727,8.174009729315888
5,Disgusted,84.35528157116723,253.99773132096675,162.4468307951961,32.812408745467515,34.345525854847345,79.19660843452095,72.4498813070545,7.969231592246536,1.1998243114401106,0.019056195364863186,0.07509579289534413,10.874949359411708
6,Angry,92.92536033246843,510.2366648478754,241.99645870013939,58.22064592018809,27.175642759503518,80.31871742608978,70.94565232487652,12.865037658949142,1.9881642099377146,0.02817666546723439,0.09925962305114033,7.779493102517647
